4.497958333	62
5.108875000	62
5.704083333	62
5.839562500	62
6.325187500	60
7.569937500	0
8.918604166	60
9.217791666	60
9.513604166	60
9.648104166	60
10.020458333	60
10.296083333	60
10.580250000	60
10.873916666	62
12.670520833	0
13.502041666	65
13.995916666	65
14.259375000	65
14.865625000	65
15.937625000	65
17.400208333	0
18.232520833	65
18.526437500	65
18.831625000	65
19.144208333	65
19.413187500	65
19.709604166	65
20.534812500	65
21.944562500	0
22.844895833	65
23.130354166	65
23.417125000	65
24.577333333	0
25.115333333	65
25.373958333	65
25.670479166	70
26.793250000	70
27.048541666	70
27.589937500	69
28.318541666	0
29.550062500	70
29.758750000	69
30.109770833	65
31.099458333	0
32.702041666	65
33.205166666	65
33.504791666	64
34.915312500	0
35.528562500	64
35.853062500	62
37.548625000	0
38.502354166	62
38.757333333	62
39.408166666	62
39.687750000	62
40.032645833	62
40.340812500	58
40.599187500	60
42.798291666	0
43.367354166	60
44.016333333	60
44.291833333	60
44.530604166	60
44.764229166	62
45.090145833	62
47.296895833	0
47.881875000	65
48.196708333	65
48.500000000	65
49.045145833	65
49.385041666	65
50.236729166	65
50.493395833	65
51.393729166	0
52.226520833	65
52.523875000	65
52.765791666	65
53.081625000	65
53.714104166	65
53.963270833	65
54.244895833	65
54.825062500	65
55.119479166	65
55.951708333	0
57.067458333	65
57.356145833	65
57.646333333	65
58.196208333	65
58.484458333	65
59.402041666	65
59.708166666	67
59.977541666	70
60.583666666	70
60.865312500	70
61.111541666	70
62.008666666	69
62.508312500	0
63.867875000	70
64.193166666	69
64.491729166	65
65.260854166	0
67.095895833	65
67.402041666	65
67.715041666	65
67.976250000	64
69.502854166	0
69.992583333	64
70.313000000	62
70.572166666	62
72.061229166	0
72.925541666	62
73.178604166	62
73.470437500	62
73.766354166	62
74.295916666	62
74.584708333	58
74.915333333	60
76.843770833	0
77.370979166	60
77.631833333	60
78.225875000	60
78.794708333	60
79.007416666	62
79.355083333	62
81.229062500	0
82.186645833	65
82.720520833	65
83.241104166	65
84.446937500	65
86.015645833	0
86.656375000	65
87.208166666	65
87.704625000	65
88.833541666	65
90.458270833	0
91.136354166	65
91.658000000	65
92.784020833	65
94.531895833	69
94.969750000	70
96.093250000	70
96.973833333	69
97.767125000	0
98.855083333	70
99.146854166	69
99.435875000	65
100.375375000	0
102.070458333	65
102.548812500	65
102.829229166	64
104.617375000	0
104.847708333	64
105.179583333	62
107.024979166	0
107.976958333	62
108.245208333	62
108.497958333	62
108.788041666	62
109.098270833	62
109.353083333	58
109.630458333	60
111.897541666	0
112.398666666	60
112.924041666	60
113.195145833	60
113.481000000	60
113.691395833	62
114.003833333	62
115.967583333	0
116.804937500	65
117.038250000	65
117.299291666	65
117.533562500	65
117.841937500	65
118.078520833	65
118.926916666	65
119.201812500	65
120.037604166	0
121.093729166	65
121.378062500	65
121.677479166	65
121.955020833	65
122.279500000	65
122.536479166	65
123.384187500	65
123.651500000	65
124.709520833	0
125.593083333	65
125.845229166	65
126.097020833	65
127.798000000	65
128.284791666	70
129.342833333	70
130.475500000	69
131.208395833	0
134.786875000	60
134.989604166	65
136.898645833	65
137.146708333	64
139.167354166	64
139.493875000	62
141.555416666	0
142.269729166	62
142.513583333	62
142.765333333	62
143.381625000	65
143.610979166	62
143.959291666	60
146.141354166	0
146.625729166	60
146.889291666	60
147.166812500	60
147.734958333	60
148.007250000	62
148.279416666	62
150.383354166	0
151.000000000	65
151.291937500	65
151.562125000	65
151.890458333	65
152.181625000	65
152.446937500	65
153.251020833	65
154.797333333	0
155.436729166	65
155.685708333	65
155.927250000	65
156.291833333	65
156.540812500	65
156.806125000	65
157.651020833	65
159.211291666	0
159.814291666	65
160.091833333	65
160.389791666	65
160.944895833	65
161.197958333	65
161.426437500	70
162.030604166	70
162.295916666	70
162.574645833	70
163.136729166	70
163.655104166	70
164.224500000	70
164.506125000	70
164.777541666	70
165.526458333	69
166.319500000	0
167.458916666	70
167.769604166	69
168.096145833	65
169.059187500	0
170.091312500	62
170.414291666	65
172.322458333	65
172.442854166	65
172.744895833	64
174.419020833	0
175.595916666	64
176.087750000	65
176.410208333	62
178.021895833	0
